utts	labels
Hi! Do you have any Indian food on the east side?	find_restaurant
Hello, I am looking for a restaurant that serves Moroccan food.	find_restaurant
I want to eat fine british food.	find_restaurant
Hi, I am looking forward to trying some local restaurants when I visit Cambridge next month. Are there any good ones?	find_restaurant
Can you help me find some cheap Italian food?	find_restaurant
I looking for a restaurant in centre.	find_restaurant
Looking for a restaurant in the east side that serves basque food.	find_restaurant
I am looking for a moderate restaurant in the centre. Could you help me with this?	find_restaurant
i want some mexican food.	find_restaurant
I'm looking for a particular restaurant called michaelhouse cafe.	find_restaurant
I need to find a cheap restaurant on the North side	find_restaurant
I am looking for a cheap restaurant that serves Polish food.	find_restaurant
I need a place to eat that serves sea food.	find_restaurant
Hi. Could you help me find an expensive restaurant that serves Catalan food?	find_restaurant
I'd like to dine at a restaurant in the west part of town. Can you help me find one?	find_restaurant
I need a find restaurant in the moderate price range in the west part of the town	find_restaurant
Can you help me find a british restaurant in the centre?	find_restaurant
I want a restaurant in the north part of town.	find_restaurant
Hi, I'm looking for cheap places to eat in the city centre?	find_restaurant
Hi, I am interested in finding a place to dine on the west side of town.	find_restaurant
I am looking to book an expensive restaurant in the west part of town. What is available?	find_restaurant
I'm looking for some romanian food around here.	find_restaurant
I am looking for an expensive restaurant in the south part of town.	find_restaurant
My friends told me to look into a restaurant called The Gandhi, could you please give me some information on it?	find_restaurant
I want to find a moderately priced restaurant in the north part of town. What is the phone number?	find_restaurant
Hello, I'm looking for a restaurant in Cambridge that serves high Chinese food and is more expensive than it's competitors.	find_restaurant
Hi, I'd like to find a cheap italian restaurant, please.	find_restaurant
I want the phone number to a moderately priced restaurant with Spanish food.	find_restaurant
hi, i am looking for bar in town that serves food.	find_restaurant
I am looking for a Spanish restaurant in the west side of town	find_restaurant
I am looking for a restaurant that serves chinese food in the moderate price range.	find_restaurant
I am looking for a Chinese restaurant in the cheap price range.	find_restaurant
Is there anywhere that serves British fish and chips around here?	find_restaurant
I'm looking to have some European food tonight for dinner. Something very traditional in the centre of town should be good. Can I get a list of options?	find_restaurant
Hi I'm excited to try an international restaurant in the centre, are they are I can go to?	find_restaurant
I am looking for a restaurant that is moderately priced and serves Cantonese food.	find_restaurant
Hi, I would like a restaurant inthe centre of town which serves creative food please.	find_restaurant
While in Cambridge I need to find a restaurant called the rice boat.	find_restaurant
I'm looking for a moderately priced resturant in the centre of town.	find_restaurant
Hi. Can you please help me find a restaurant that serves food from singapore ? I'd like it to be on the East side of town if possible.	find_restaurant
I am looking for a cheap restaurant with Chinese food.	find_restaurant
I would like to find a certain restaurant called the Maharajah Tandoori Restaurant. Can you find it for me?	find_restaurant
I am looking for a restaurant that serves Malaysian food and is in the cheap price range.	find_restaurant
Hi, I am looking for a restaurant. I would prefer an expensive restaurant in the west of the city.	find_restaurant
I need to find an Italian restaurant please.	find_restaurant
I'm looking for an Australian place to dine in. I need it to be cheap.	find_restaurant
I need your help in finding a particular restaurant. I don't know much about the restaurant, unfortunately I don't even know the food served. I do know the name: cafe uno.	find_restaurant
I'm needing a place to eat on the eastside.	find_restaurant
Is there an expensive restaurant any where in the south part of town?	find_restaurant
Hi. I am trying to find some information on a restaurant called India House. Have you heard of it?	find_restaurant
I would like a cheap restaurant in the east!	find_restaurant
Can you tell me the location of an Indian restaurant in the centre?	find_restaurant
I need the name and phone number for a cantonese restaurant on the west side of town.	find_restaurant
I'm looking for a place to dine in the moderate price range in the east.	find_restaurant
I need help finding a place to eat called curry garden.	find_restaurant
What fancy restaurants are there on the east side of town?	find_restaurant
I would like to find a restaurant named Tandoori Palace. Do you know of that restaurant?	find_restaurant
Can you help me find a restaurant by the name of Bangkok City?	find_restaurant
I am looking for a moderately priced restaurant in the west part of town.	find_restaurant
I would like to find the best, most expensive restaurant in the south part of town.	find_restaurant
I need information on a restaurant called panahar.	find_restaurant
I would like to find a cheap indian restaurant to dine at.	find_restaurant
I want a place to eat that serves swiss food.	find_restaurant
I'm looking for a cheap restaurant that serves world food?	find_restaurant
a north part of town restaurant	find_restaurant
I want to find a cheap restaurant serving international food. What is the address and postcode?	find_restaurant
I am looking for a restaurant in the centre of town	find_restaurant
I'm craving some spicy food so find me an Indian restaurant on the East end please	find_restaurant
Are there are jamaican restaurants in the centre part of town?	find_restaurant
Hello, I am looking for an expensive restaurant that serves Australian food.	find_restaurant
I need to find a restaurant called taj tandoori	find_restaurant
I am looking for Mediterranean food in the center of the city.	find_restaurant
Can I get a korean restaurant in the town centre?	find_restaurant
I'm looking for a cheap Chinese restaurant.	find_restaurant
Please give me a moderately priced restaurant serving brazilian food	find_restaurant
I am looking for a restaurant in the moderate price range that serves Indian food.	find_restaurant
I'm looking for a restaurant called de luca cucina and bar	find_restaurant
I'm looking for somewhere to eat in the centre part of town, somewhere nice, price is no object.	find_restaurant
I want a moroccan restaurant.	find_restaurant
I am looking for an expensive Chinese restaurant in the south.	find_restaurant
Hi! I need to find a cheap restaurant in the centre.	find_restaurant
I want to find a restaurant that serves european food and I don't care about the price range.	find_restaurant
I'm looking for a moderately priced restaurant in the east part of town.	find_restaurant
I'd like to find an expensive restaurant in the center of town.	find_restaurant
Find a moderately priced place for me please.	find_restaurant
"Can you help me find a restaurant called ""Cotto""?"	find_restaurant
Hello, I am looking for a restaurant. The restaurant should be in the centre and should serve modern eclectic food.	find_restaurant
I want to find a place serving spanish food in the centre of town.	find_restaurant
What is the phone number and postcode of a cheap restaurant in the east part of town?	find_restaurant
I'd like to find a Turkish restaurant in the center of town.	find_restaurant
I'm looking for a place called hakka.	find_restaurant
I'd like a place that serves world food in the east part of town.	find_restaurant
Can you find me an italian restaurant that is in the centre?	find_restaurant
Hello, I'm looking for an expensive indian restaurant.	find_restaurant
Can you help me find a place to dine on the east side of the city, please? Something that's moderately priced would be best.	find_restaurant
i am looking for a restaurant that serves african food and is moderately priced	find_restaurant
I want a cheap, european restaurant please.	find_restaurant
I am looking for a restaurant called Efes Restaurant.	find_restaurant
I need a restaurant serving swiss food in the centre of town.	find_restaurant
I want a restaurant in the north part of town and serves british food.	find_restaurant
Can you tell me where I can find an expensive chinese restaurant?	find_restaurant
I'd like to find somewhere to eat in the centre.	find_restaurant
I am traveling to Cambridge and am super excited to see some of the local tourist attractions and I am looking for a restaurant call The Varsity Restaurant.	find_restaurant
I want to find a cheap restaurant in the north part of town. What is the address and food?	find_restaurant
I am looking for a moderately priced Chinese restaurant.	find_restaurant
I am interested in finding local Indian restaurants to visit during my trip to Cambridge.	find_restaurant
Hi there. I heard someone mention the Bloomsbury Restaurant and I was wondering if you could give me some information for them.	find_restaurant
Hi, I'm looking for a moderately priced restaurant that serves christmas food. Do you know of any?	find_restaurant
I am looking for a moderately priced restaurant in the north part of town.	find_restaurant
I would like a restaurant in the south part of town that serves greek food	find_restaurant
Can you recommend a restaurant in the city centre that serves light bites?	find_restaurant
I am looking for a restaurant that is cheap and in the south part of town.	find_restaurant
I am looking for a caribbean restaurant in the centre of the city.	find_restaurant
I need a moderately priced restaurant in the centre.	find_restaurant
Yes, I'm looking for a cheap place to eat on the east side. Do you know of anything?	find_restaurant
Hi, I'm looking for a Portuguese restaurant in the south of Cambridge.	find_restaurant
I want to find an expensive Indian restaurant.	find_restaurant
Yes I would like to find a restaurant that is in the cheap price range on the west side of town.	find_restaurant
I would like to find a restuarant called La Raza. Will you help me?	find_restaurant
I am looking for a moderate priced restaurant in the centre of town please.	find_restaurant
I want a place with austrian food.	find_restaurant
looking for an expensive restaurant	find_restaurant
Can you help me find a very expensive place to eat that serves crossover food?	find_restaurant
I am looking for a moderately priced restaurant that is in the east part of town.	find_restaurant
Hello, I am looking for a restaurant on the west side of town that serves kosher food.	find_restaurant
I am looking for a place to eat that's in the centre and serves Turkish food. Can you help me?	find_restaurant
I am looking for a cheap restaurant that serves Cuban food.	find_restaurant
Hi. I would like help finding an indian restaurant to eat at.	find_restaurant
I want to find a moderate priced place to dine in the centre of town.	find_restaurant
I want to find a restaurant serving basque food. I don't care about the price range	find_restaurant
I need a place to dine for my upcoming trip. I can't wait to try some of your local restaurants.	find_restaurant
Are there any expensive restaurants that are centrally located?	find_restaurant
Hi! I'm looking for a restaurant called Stazione Restaurant and Coffee Bar.	find_restaurant
Can you recommend me a restaurant in the expensive priced range located in the east part of town?	find_restaurant
Hi , can you recommend an inexpensive seafood restaurant?	find_restaurant
Hi. I'm looking for a moderately priced restaurant.	find_restaurant
Is there any expensive seafood restaurant in town?	find_restaurant
I am looking for an Indian restaurant that is in a cheap price range	find_restaurant
I would like a place to eat in the moderate price range located in the centre.	find_restaurant
I'm looking for a place to eat christmas food	find_restaurant
I am looking for a restaurant in the south.	find_restaurant
Yes, I need some help looking for a restaurant. The restaurant should be located in the west, and the food should be in the more expensive price range if at possible.	find_restaurant
I would like a moderately priced restaurant that serves lebanese food	find_restaurant
Can you help me find a indian restaurant in the west?	find_restaurant
I am looking for a place to dine near the centre.	find_restaurant
Where can I get Swiss food in town?	find_restaurant
I am looking for an expensive restaurant.	find_restaurant
I'm looking for a local restaurant to dine at that serves english food and is moderately priced.	find_restaurant
I need to find a Chinese food restaurant to dine at located in the north. Can you help?	find_restaurant
Hi, can you help me find an upscale restaurant in Cambridge that is centrally located?	find_restaurant
I need to find a place to dine in at in Cambridge later.	find_restaurant
I would like to find a place to eat dinner.	find_restaurant
I am looking for a place to dine that serves chinese food and located in the centre.	find_restaurant
I would like a cheap restaurant.	find_restaurant
I am looking for a restaurant called yippee noodle bar.	find_restaurant
Hi. I'm looking for an Italian restaurant in the centre of the city?	find_restaurant
Hi, I'm looking for good Chinese food on the west side.	find_restaurant
Hello, I'm looking for a modern european restaurant in the center.	find_restaurant
Yes. I would like a moderately priced restaurant in the east part of town.	find_restaurant
Are there any restaurants serving middle eastern food?	find_restaurant
I am looking forward to try a local restaurant in Cambridge and I have clowns cafe particularly in my mind. Can you assist to book a table for me?	find_restaurant
I am looking for a moderately priced Scottish restaurant	find_restaurant
I need an expensive restaurant in the centre.	find_restaurant
I need to find a restaurant that serves korean food located in the centre of town.	find_restaurant
I am looking for a restaurant in the center of town that would serve South Indian food.	find_restaurant
I'm looking for an expensive Chinese food restaurant. Can you help me?	find_restaurant
I want to find a seafood restaurant in the centre	find_restaurant
I would like an expensive restaurant in the south part of town	find_restaurant
I'd like a restuarant with Asian Oriental food located in the centre, please.	find_restaurant
Im looking for a restaurant in the north part of town in the cheap price range	find_restaurant
Can I get some information on the Ali Baba restaurant?	find_restaurant
I am looking for an expensive restaurant in the centre	find_restaurant
I am looking a place serving gastropub in the moderate price range.	find_restaurant
I'm looking for a restaurant in the moderate price range in the east part of town	find_restaurant
I need help finding a very cheap restaurant located in the centre, can you help me?	find_restaurant
Please find a place to eat that serves Indian food.	find_restaurant
I am looking for indian food in the north part of town.	find_restaurant
restaurant on the south side please	find_restaurant
I need an expensive restaurant in the centre	find_restaurant
I am looking for a place to dine. The restaurant should be in the centre and should be in the moderate price range.	find_restaurant
There are French restaurants in Cambridge, right?	find_restaurant
I'm looking for a moderately-priced place to eat.	find_restaurant
Can you find me a restaurant in the north part of the city?	find_restaurant
Do you have information on Taj Tandoori?	find_restaurant
I'm looking for a restaurant that serves americas food.	find_restaurant
I would like a cheap restaurant in the west part of town	find_restaurant
I would like a restaurant that serves brazilian food	find_restaurant
I'm looking for a restaurant in the center of town that serves Singaporean food. Do you have any suggestions?	find_restaurant
I'm looking for a cheap indian restaurant please.	find_restaurant
Can you give me information about the Yu Garden? It's a restaurant my sister recommended.	find_restaurant
Hi! I'm looking for a cheap restaurant in the north, any type!	find_restaurant
Hi, can you help me with my planning? I am looking for a restaurant.	find_restaurant
I'd looking for a good restaurant on the east side. I'd prefer the moderate price range, if possible.	find_restaurant
I am looking for an expensive restaurant that serves Indonesian food.	find_restaurant
Hello I am looking for a nice restaurant nearby that serve Portuguese , but I would also like the prices very affordable	find_restaurant
Is there an expensive French restaurant in town?	find_restaurant
I would like a moderately priced restaurant in the north part of town	find_restaurant
I would like a moderately priced restaurant that serves brazilian food	find_restaurant
I want to find a Chinese restaurant in the cheap price range.	find_restaurant
Can you help me find a cheap restaurant in the south that serves Chinese?	find_restaurant
Are there any eritrean restaurants in town?	find_restaurant
I want to find a restaurant in the centre part of town and serves persian food.	find_restaurant
Please help me find a moderately priced restaurant located in the centre. Thanks.	find_restaurant
Hello, I am looking for a cheap restaurant that serves Malaysian food.	find_restaurant
There aren't any Polish restaurants in the centre, are there?	find_restaurant
i would like an expensive restaurant that serves irish food	find_restaurant
Yes, I need help locating Pizza Hut City Centre.	find_restaurant
I need a south restaurant with some greek food.	find_restaurant
Hi, I need a place to eat in the centre for a medium price range. What do you have that you can suggest?	find_restaurant
Can you tell me about the J Restaurant?	find_restaurant
Are there any cheap restaurants in the centre that I can try?	find_restaurant
I want to find a restaurant in the south part of town and serves scandinavian food.	find_restaurant
I need an expensive restaurant that serves Persian food in the town center.	find_restaurant
Can you find a place to dine for me?	find_restaurant
I would like a cheap restaurant that serves portuguese food	find_restaurant
I am looking for a restaurant. The restaurant should be in the west and should be in the expensive price range	find_restaurant
Can you recommend some cantonese food in Cambridge please?	find_restaurant
Hi! Can you find me a moderately priced restaurant for my girlfriend and I?	find_restaurant
I want to find a moderately priced restaurant in the south part of town.	find_restaurant
Hello, I am looking for an expensive restaurant that serves Lebanese food.	find_restaurant
I would like a nice place to dine in the south area.	find_restaurant
I'm looking for a cheap restaurant in the west area.	find_restaurant
I want a jamaican food restaurant in the centre part of town.	find_restaurant
Yes, I need information on the restaurant Ali Baba.	find_restaurant
Hello, I am looking for a Hungarian restaurant on the east side of town.	find_restaurant
Hi there, I'm looking for information on Darry's Cookhouse and Wine Shop.	find_restaurant
Okay I'm looking for a restaurant today.	find_restaurant
I'm looking for a place called riverside brasserie	find_restaurant
Yes. I am looking for a moderately priced restaurant in the west part of town.	find_restaurant
I am looking for a place to dine in the west.	find_restaurant
I am excited to be coming and would love to find an expensive mexican restaurant.	find_restaurant
expensive mediterranean restaurant please	find_restaurant
Hello, I am looking for a thai restaurant on the north side of town.	find_restaurant
Hi, can you please give me information on the restaurant The Gardenia?	find_restaurant
Hello! I'm looking for information on Restaurant One Seven.	find_restaurant
I would like a restaurant that serves brazilian food	find_restaurant
I'm looking for a medium priced Chinese restaurant.	find_restaurant
I am looking for a cheap restaurant that is in the north part of town.	find_restaurant
Hello, I am looking for an expensive restaurant that serves Irish food.	find_restaurant
Can you please tell me how to get to the Curry King restaurant please?	find_restaurant
I am looking for Italian food on the south side of the city.	find_restaurant
I would like a mediterranean restaurant, and I don't care what part of town it is in.	find_restaurant
Hi, I want to eat at an expensive seafood restaurant in Cambridge. Where can I go?	find_restaurant
Can you help me find a cheap restaurant in the west side of town?	find_restaurant
Hi! Can you give me some information on the Golden Curry restaurant?	find_restaurant
Hi, what can you tell me about a restaurant called the golden curry?	find_restaurant
I'm hoping you can help me dig up some information about darrys cookhouse and wine shop.	find_restaurant
I'd like to find an expensive restaurant in the east part of town.	find_restaurant
Hi, I am looking for some information for my upcoming trip. Specifically, I am looking for an Indian restaurant.	find_restaurant
Are there restaurants in the city centre which serve North American cuisine?	find_restaurant
I need a really inexpensive restaurant on the east side.	find_restaurant
I am looking for a restaurant that is expensive and is in the east part of town.	find_restaurant
I'm looking to dine at a restaurant in the centre that serves Austrian food. Can you help?	find_restaurant
Could you help me find a moderate priced restaurant in the centre?	find_restaurant
Hello, I am looking for a moderately priced restaurant that serves fusion food.	find_restaurant
I want to find a restaurant in the south part of town serving singaporean food.	find_restaurant
I need a expensive restraint om cambridge in the centre	find_restaurant
I'm looking for a restaurant. The restaurant should be in the cheap price range and should be in the north.	find_restaurant
I'm trying to figure out my eating options. Are there any expensive restaurants in the centre?	find_restaurant
Any fancy restaurants in town?	find_restaurant
Hello. I would like to know if you serve African food. If you do, can I please get the address, phone number and postcode of the venue?	find_restaurant
I'm looking for a restaurant that serves swedish food	find_restaurant
I want to find a place called Shiraz Restaurant please.	find_restaurant
I'd like a moderately priced restaurant in the east part of town.	find_restaurant
north part of town restaurant please	find_restaurant
I want a moderately priced restaurant please.	find_restaurant
I'm looking for a restaurant in the south that serves austrian food.	find_restaurant
Hi, I am looking for a restaurant in the centre area where I can eat russian food.	find_restaurant
I am looking for a place to dine that serves modern European food that is located in the Centre. What is your suggestion for this type of restaurant?	find_restaurant
Yes I am looking for a moderately priced Italian restaurant.	find_restaurant
Hi. Can you tell me if any restaurants in the area serve halal food?	find_restaurant
I am looking for Ian hong house	find_restaurant
i am looking for a place to dine. The restaurant should be in the west and should serve swiss food.	find_restaurant
I'm looking for a restaurant the serves spanish food.	find_restaurant
I've heard about Royal Spice, is it a very good restaurant? What is the price like?	find_restaurant
Hello, I am looking for a restaurant that serves Japanese food.	find_restaurant
Is there any place serving cheap indian food?	find_restaurant
I'm looking for a place to dine. The restaurant should be in the expensive price range and should be in the centre.	find_restaurant
I am looking for a restaurant that serves Catalan food in any price range.	find_restaurant
I am looking for a restaurant in the center that serves asian oriental food.	find_restaurant
I am looking for expensive Corsica food.	find_restaurant
A moderately priced restaurant in the west part of town, please. Give me their address and phone number, too.	find_restaurant
Are there any expensive european restaurants around?	find_restaurant
i am looking for a place to eat in the centre that serves creative food.	find_restaurant
Could you help me find an Austrian restaurant please?	find_restaurant
I am looking for a cheap Asian Oriental restaurant.	find_restaurant
Hi there. I've heard great things about the Grafton Hotel Restaurant. Can you find me some details about it, please?	find_restaurant
I would like to find a cheap restaurant. It should be in the North side of town.	find_restaurant
I am looking for a restaurant.	find_restaurant
I am looking for Nandos city centre in Cambridge, can you give me directions?	find_restaurant
Hi, I need a recommendation for a restaurant in town.	find_restaurant
I'd like to get some Latin American food, nothing cheap, but shouldn't be expensive either.	find_restaurant
Find me a moderately cheap restaurant in Cambridge that serves russian food	find_restaurant
I looking for an Italian restaurant that offers cheap food.	find_restaurant
I'm looking for a particular restaurant called charlie chan.	find_restaurant
I'm looking for a cheap restaurant in the west.	find_restaurant
I want to find a moderate price restaurant and serving austrian food.	find_restaurant
I am looking for a moderately priced restaurant in the south part of town, please.	find_restaurant
Is there a restaurant in the centre of town serving halal food?	find_restaurant
Can you find a restaurant in the west that serves british food?	find_restaurant
I'm looking for a restaurant called pizza express Fen Ditton, do you have any information on it?	find_restaurant
I'm looking for somewhere to dine in Cambridge.	find_restaurant
Is there any chinese food around me right now?	find_restaurant
I am looking for an Italian restaurant in the west part of town. Could I also get the phone number and address of the restaurant?	find_restaurant
Hi, I'd like to try some Indian food. What do you have?	find_restaurant
I'm looking for a Lebanese restaurant that is expensive in price.	find_restaurant
Yes I am looking to find a restaurant that is expensive in the south of town.	find_restaurant
Can you recommend a restaurant that serves French food? Not too expensive, please.	find_restaurant
Can you tell me about any expensive places to dine in the east side?	find_restaurant
Hi can you help me find a cheap restaurant in the centre of town?	find_restaurant
I'm looking for an expensive restaurant in the Centre. Can you help me find one?	find_restaurant
I am looking for a cheap restaurant in the east part of town.	find_restaurant
Hello. I'm looking for a place to dine tonight. I wouldn't like anything expensive, and I'd prefer something in the city center.	find_restaurant
I'm looking for a good Chinese place with a cheap price range.	find_restaurant
Hi. I am looking for international food, hopefully someplace moderately priced.	find_restaurant
I am looking for a restaurant in any area that serves spanish food, what is available?	find_restaurant
I am looking for a chinese restaurant.	find_restaurant
I am looking for a cheap restaurant in the centre part of town.	find_restaurant
Please provide me information on the restaurant one seven.	find_restaurant
I'm looking for a nice expensive restaurant in the south part of town	find_restaurant
Hi. Can you help me find a restaurant?	find_restaurant
I'm looking for some info on kohinoor.	find_restaurant
I want a restaurant with corsica food please.	find_restaurant
What are the nicest restaurants in the center of town?	find_restaurant
Hello! Can you help me find a particular restaurant?	find_restaurant
I'm looking for a restaurant in the north that serves basque food, please.	find_restaurant
I am looking for a restaurant in the centre that offers moderate pricing.	find_restaurant
Can you help me find a Turkish restaurant in the expensive price range please?	find_restaurant
I need a place to eat in the south that serves italian food.	find_restaurant
I want to find a restaurant in the centre and serving japanese food.	find_restaurant
I would like an expensive restaurant in the east part of town	find_restaurant
i am looking for a place to dine. The restaurant should serve Chinese food and should be in the center.	find_restaurant
Hi, I'm looking for a moderately priced restaurant in the south part of town.	find_restaurant
Hi I am looking for some information on the good luck chinese food takeaway.	find_restaurant
Hi, I am looking for a cheap restaurant in the town centre?	find_restaurant
I am looking for somewhere to dine during my trip to Cambridge.	find_restaurant
Hello, I am looking for a moderately priced restaurant on the north side of town.	find_restaurant
I am looking for a particular restaurant. Its name is called restaurant one seven	find_restaurant
I need a place to eat in the north area of the city.	find_restaurant
I am looking for a moderately priced restaurant in the south part of town.	find_restaurant
I am hoping to find a great place to dine while visiting the west area of cambridge.	find_restaurant
Is there a moderately priced restaurant in the north part of town?	find_restaurant
A moderate priced irish food restaurant.	find_restaurant
I am looking for an expensive Indian restaurant in Cambridge.	find_restaurant
Help me find a restaurant called hakka please	find_restaurant
I am in the north part of town, can you tell me what cheap restaurants are around?	find_restaurant
I am looking for a restaurant that serves Modern European food at a reasonable price.	find_restaurant
Get me a restaurant that serves european food.	find_restaurant
Good Morning, Can you help me locate a moderate priced restaurant in the centre part of town please?	find_restaurant
I want to find a restaurant in the north part of town that serves christmas food.	find_restaurant
Where is this saffron brasserie located?	find_restaurant
Hi, I'm trying to find a restaurant called sala thong.	find_restaurant
Help me find a chinese place to dine in the centre please.	find_restaurant
Hello, could you please find me a place to dine?	find_restaurant
I need a good place to eat dinner. I Like Italian, what do you suggest?	find_restaurant
I want to eat chinese food in the centre.	find_restaurant
I am looking to find a restaurant that serves swedish food and expensive.	find_restaurant
Can you help me locate a restaurant called Pizza Express Fen Ditton?	find_restaurant
Is there a place in the centre that serves asian oriental food?	find_restaurant
Hello! Are there any chinese restaurants in the centre?	find_restaurant
I am looking for a restaurant that is moderately priced and in the north part of town.	find_restaurant
I am looking for a place in the centre of town serving indian food.	find_restaurant
Are there any British restaurants in the center of town?	find_restaurant
I need a place to dine on crossover food. It should be in the centre	find_restaurant
Are there any Australian food places in the south part of town?	find_restaurant
I need a cheap restaurant that serves creative food.	find_restaurant
Find me a moderately priced french restaurant	find_restaurant
Can I get the address and cuisine type of a moderately priced restaurant in the east part of town?	find_restaurant
I'm looking for a british restaurant in the east.	find_restaurant
am looking for a restaurant. The restaurant should be in the west and should be in the cheap price range	find_restaurant
I am looking for a high scale restaurant located in the city centre.	find_restaurant
I'm looking to eat at a place that serves british food in the east part of town.	find_restaurant
I want a cheap portuguese restaurant. Give me their address, phone number, and area, please.	find_restaurant
I want something in the north part of town. Moderately priced.	find_restaurant
Good Afternoon. I am trying to find an Indian restaurant to eat at. I would prefer something expensive. Can you help me?	find_restaurant
I'd like to find a Thai restaurant in the center.	find_restaurant
Hi, I'll be traveling to Cambridge soon and would like to find a restaurant that serves Indian food.	find_restaurant
Im looking for a restaurant called sitar tandoori, can you help?	find_restaurant
I'm looking for a restaurant recommendation.	find_restaurant
I'm looking for a place to eat in the east side of the city.	find_restaurant
I'm trying to find information on a particular restaurant, it is called la margherita.	find_restaurant
I am looking for an expensive restaurant in the east part of town.	find_restaurant
I am looking for a korean restaurant in the centre.	find_restaurant
Hi, I want a moderately priced restaurant.	find_restaurant
I wanted to visit the restaurant named La Raza, could you tell me the hours it is open, and if I should try to book a reservation?	find_restaurant
Hi I'm looking for a restaurant in the center, one that is inexpensive.	find_restaurant
I'd like to find a north american restaurant in any area. I'd like the address, phone, and price range.	find_restaurant
Can you find me a Chinese restaurant with moderate prices?	find_restaurant
I'm looking for a place to eat. I want expensive malaysian food. Can you help?	find_restaurant
looking for a restaurant in the moderate price range	find_restaurant
I am looking for a Malaysian restaurant to visit during my upcoming trip to Cambridge.	find_restaurant
Hi I am looking for an expensive restaurant in the centre of town.	find_restaurant
I am looking for a restaurant in the south part of town and serving portuguese food. What is the address and phone number?	find_restaurant
Hello! Can you please give me information about Dojo Noodle Bar?	find_restaurant
I am looking for a north indian food restaurant in the town centre.	find_restaurant
Can you help me find a chinese restaurant?	find_restaurant
Hi I'm looking to find a moderate priced place to eat serving Italian food	find_restaurant
Hi. Can you please help me find a moderately priced restaurant in the South part of town?	find_restaurant
Hello! Can you recommend a moderately priced restauarnt near the south part of town?	find_restaurant
Hello, I'm looking for some cheap restaurant recommendations.	find_restaurant
"Hello, I'm planning a trip to Cambridge and looking to make a reservation at a restaurant called the ""Royal Standard"". Can you get me the information for that restaurant please?"	find_restaurant
I am looking for a place to dine. The restaurant should be in the expensive price range and should be in the south of town	find_restaurant
I'm looking for a restaurant that is cheap and is in the centre. Can you help me?	find_restaurant
Hi, I'm looking for information on a particular restaurant called Galleria.	find_restaurant
I am looking for a restaurant in the moderate price range serving modern European food.	find_restaurant
I need a place for a modern european food. Moderate range ought to do it. Thank you.	find_restaurant
I am looking for a restaurant in the centre of town.	find_restaurant
I want to find an expensive restaurant located in Cambridge centre.	find_restaurant
I am looking to eat at Rajmahal.	find_restaurant
how about a turkish restaurant?	find_restaurant
I am in Cambridge and would like to try the restaurant City Stop Restaurant.	find_restaurant
I am looking for a reasonably priced pizza place. Can you help?	find_restaurant
I am looking for an international restaurant in the east part of town.	find_restaurant
Hello, what can you tell me about de luca cucina and bar?	find_restaurant
I'm looking for a restaurant in the center that serves Turkish food	find_restaurant
Hello, I am looking for an expensive restaurant that serves cantonese food.	find_restaurant
I'm looking for a restaurant that serves asian oriental food in cheap range.	find_restaurant
I'm looking for an expensive restaurant in the centre.	find_restaurant
Im looking for a restaurant in the north part of town in the cheap price range	find_restaurant
Looking for a cheap restaurant.	find_restaurant
I need a place to dine during my trip. It needs to be in the east and serve northern european food.	find_restaurant
I'm looking for a restaurant in the south serving christmas food. Can you help me?	find_restaurant
Yes I am looking for a restaurant in east cambidge that serves indian food	find_restaurant
I need to find an expensive british place to dine.	find_restaurant
I want to find a place that serves halal food. Can you help me? Not too expensive, please.	find_restaurant
Hello, I am looking for a restaurant called hotel du vin bistro.	find_restaurant
I am looking for a place to eat some moderate priced austrian food.	find_restaurant
Please help me find a restaurant that serves Italian food located in the centre. Thanks.	find_restaurant
I'm looking for a restaurant that is high end chinese.	find_restaurant
I am looking for a restaurant to dine in during my visit to Cambridge.	find_restaurant
I'm looking for a restaurant in the centre that serves Italian food.	find_restaurant
I'm looking for an expensive place to eat that serves British food, are there any in town?	find_restaurant
Hi, are there any fusion restaurants on the westside?	find_restaurant
Can you help me find Restaurant One Seven?	find_restaurant
HI, I am looking for a cheap restaurant in the south of the city.	find_restaurant
I'm looking for a greek restaurant that is moderately expensive.	find_restaurant
I'm looking for a restaurant the serves austrian food in the centre.	find_restaurant
I want to find an expensive restaurant in the south part of town. What is the address and phone number?	find_restaurant
Is there a thai restaurant in the centre of town?	find_restaurant
I need a restaurant that serves Turkish food.	find_restaurant
I am looking for a restaurant in the west part of town and is in the moderate price range.	find_restaurant
Find me an expensive restaurant in the south please.	find_restaurant
Hi. I'm trying to find a restaurant that serves Danish food.	find_restaurant
I am looking for the restaurant Nandos.	find_restaurant
I want a moderately priced restaurant in the east part of town. What is the phone number?	find_restaurant
looking for a restaurant in the moderately priced range	find_restaurant
I would like to find somewhere with expensive Kosher food.	find_restaurant
I would like an expensive restaurant in the south part of town	find_restaurant
I'm looking for an expensive Sri Lankan restaurant.	find_restaurant
Sure, I want some help finding a restaurant in Cambridge, please.	find_restaurant
I need help finding a restaurant please.	find_restaurant
one in the East part of town	find_restaurant
Hi I want to find a place to eat in the moderate price range in the east part of town.	find_restaurant
I am looking for an expensive restaurant that is in the east part of town.	find_restaurant
I would like a moderately priced restaurant located in the south part of town.	find_restaurant
I'm looking for a halal restaurant with moderate prices.	find_restaurant
I'm looking for a restaurant that serves spanish food	find_restaurant
I'm looking for a restaurant that serves indian food.	find_restaurant
